[2024-12-23T10:24:40.044+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_rating_data manual__2024-12-23T10:19:17.253045+00:00 [queued]>
[2024-12-23T10:24:40.058+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_rating_data manual__2024-12-23T10:19:17.253045+00:00 [queued]>
[2024-12-23T10:24:40.058+0000] {taskinstance.py:1361} INFO - Starting attempt 2 of 2
[2024-12-23T10:24:40.073+0000] {taskinstance.py:1382} INFO - Executing <Task(BashOperator): fetch_rating_data> on 2024-12-23 10:19:17.253045+00:00
[2024-12-23T10:24:40.077+0000] {standard_task_runner.py:57} INFO - Started process 123 to run task
[2024-12-23T10:24:40.082+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'movie_etl_workflow', 'fetch_rating_data', 'manual__2024-12-23T10:19:17.253045+00:00', '--job-id', '72', '--raw', '--subdir', 'DAGS_FOLDER/movie_data_workflow.py', '--cfg-path', '/tmp/tmpbujhn892']
[2024-12-23T10:24:40.083+0000] {standard_task_runner.py:85} INFO - Job 72: Subtask fetch_rating_data
[2024-12-23T10:24:40.103+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:195: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2024-12-23T10:24:40.154+0000] {task_command.py:415} INFO - Running <TaskInstance: movie_etl_workflow.fetch_rating_data manual__2024-12-23T10:19:17.253045+00:00 [running]> on host 706f06857b2f
[2024-12-23T10:24:40.244+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='diinguyen' AIRFLOW_CTX_DAG_ID='movie_etl_workflow' AIRFLOW_CTX_TASK_ID='fetch_rating_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-23T10:19:17.253045+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-23T10:19:17.253045+00:00'
[2024-12-23T10:24:40.246+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-12-23T10:24:40.247+0000] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'python3 /opt/***/DE_project/ETL/extract/API_rating_Themoviedb.py']
[2024-12-23T10:24:40.259+0000] {subprocess.py:86} INFO - Output:
[2024-12-23T10:25:29.179+0000] {subprocess.py:93} INFO - Fetched page 1, number of movies: 20
[2024-12-23T10:25:29.181+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 845781, page 1, number of reviews: 5
[2024-12-23T10:25:29.184+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 912649, page 1, number of reviews: 6
[2024-12-23T10:25:29.185+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1241982, page 1, number of reviews: 1
[2024-12-23T10:25:29.185+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1005331, page 1, number of reviews: 4
[2024-12-23T10:25:29.186+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1035048, page 1, number of reviews: 1
[2024-12-23T10:25:29.190+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1000075, page 1, number of reviews: 1
[2024-12-23T10:25:29.191+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 539972, page 1, number of reviews: 3
[2024-12-23T10:25:29.193+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 558449, page 1, number of reviews: 11
[2024-12-23T10:25:29.194+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1184918, page 1, number of reviews: 5
[2024-12-23T10:25:29.195+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1138194, page 1, number of reviews: 5
[2024-12-23T10:25:29.196+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1043905, page 1, number of reviews: 1
[2024-12-23T10:25:29.199+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1182387, page 1, number of reviews: 1
[2024-12-23T10:25:29.201+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1010581, page 1, number of reviews: 1
[2024-12-23T10:25:29.203+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 533535, page 1, number of reviews: 18
[2024-12-23T10:25:29.205+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 933260, page 1, number of reviews: 10
[2024-12-23T10:25:29.207+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1034541, page 1, number of reviews: 4
[2024-12-23T10:25:29.208+0000] {subprocess.py:93} INFO - Fetched page 2, number of movies: 20
[2024-12-23T10:25:29.210+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1034541, page 1, number of reviews: 4
[2024-12-23T10:25:29.211+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 698687, page 1, number of reviews: 2
[2024-12-23T10:25:29.212+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 402431, page 1, number of reviews: 7
[2024-12-23T10:25:29.213+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1022789, page 1, number of reviews: 9
[2024-12-23T10:25:29.214+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1118031, page 1, number of reviews: 1
[2024-12-23T10:25:29.214+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 41446, page 1, number of reviews: 1
[2024-12-23T10:25:29.215+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 519182, page 1, number of reviews: 8
[2024-12-23T10:25:29.216+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1100782, page 1, number of reviews: 6
[2024-12-23T10:25:29.218+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 945961, page 1, number of reviews: 9
[2024-12-23T10:25:29.220+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 8871, page 1, number of reviews: 6
[2024-12-23T10:25:29.223+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1064213, page 1, number of reviews: 2
[2024-12-23T10:25:29.224+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1051896, page 1, number of reviews: 4
[2024-12-23T10:25:29.226+0000] {subprocess.py:93} INFO - Fetched page 3, number of movies: 20
[2024-12-23T10:25:29.227+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 360920, page 1, number of reviews: 6
[2024-12-23T10:25:29.228+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1029235, page 1, number of reviews: 2
[2024-12-23T10:25:29.229+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1196470, page 1, number of reviews: 1
[2024-12-23T10:25:29.229+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 772, page 1, number of reviews: 3
[2024-12-23T10:25:29.230+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 420818, page 1, number of reviews: 5
