[2024-12-23T10:41:21.066+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: movie_data_etl_workflow.fetch_rating_data manual__2024-12-23T10:41:19.493287+00:00 [queued]>
[2024-12-23T10:41:21.081+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: movie_data_etl_workflow.fetch_rating_data manual__2024-12-23T10:41:19.493287+00:00 [queued]>
[2024-12-23T10:41:21.082+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2024-12-23T10:41:21.101+0000] {taskinstance.py:1382} INFO - Executing <Task(BashOperator): fetch_rating_data> on 2024-12-23 10:41:19.493287+00:00
[2024-12-23T10:41:21.106+0000] {standard_task_runner.py:57} INFO - Started process 63 to run task
[2024-12-23T10:41:21.111+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'movie_data_etl_workflow', 'fetch_rating_data', 'manual__2024-12-23T10:41:19.493287+00:00', '--job-id', '79', '--raw', '--subdir', 'DAGS_FOLDER/movie_data_workflow.py', '--cfg-path', '/tmp/tmp9nwzabrq']
[2024-12-23T10:41:21.113+0000] {standard_task_runner.py:85} INFO - Job 79: Subtask fetch_rating_data
[2024-12-23T10:41:21.138+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:195: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2024-12-23T10:41:21.195+0000] {task_command.py:415} INFO - Running <TaskInstance: movie_data_etl_workflow.fetch_rating_data manual__2024-12-23T10:41:19.493287+00:00 [running]> on host 399229bc87a5
[2024-12-23T10:41:21.311+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='diinguyen' AIRFLOW_CTX_DAG_ID='movie_data_etl_workflow' AIRFLOW_CTX_TASK_ID='fetch_rating_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-23T10:41:19.493287+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-23T10:41:19.493287+00:00'
[2024-12-23T10:41:21.312+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-12-23T10:41:21.313+0000] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'python3 /opt/***/DE_project/ETL/extract/API_rating_Themoviedb.py']
[2024-12-23T10:41:21.327+0000] {subprocess.py:86} INFO - Output:
[2024-12-23T10:42:05.755+0000] {subprocess.py:93} INFO - Fetched page 1, number of movies: 20
[2024-12-23T10:42:05.757+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 845781, page 1, number of reviews: 5
[2024-12-23T10:42:05.758+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 912649, page 1, number of reviews: 6
[2024-12-23T10:42:05.758+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1241982, page 1, number of reviews: 1
[2024-12-23T10:42:05.759+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1005331, page 1, number of reviews: 4
[2024-12-23T10:42:05.760+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1035048, page 1, number of reviews: 1
[2024-12-23T10:42:05.761+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1000075, page 1, number of reviews: 1
[2024-12-23T10:42:05.762+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 539972, page 1, number of reviews: 3
[2024-12-23T10:42:05.763+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 558449, page 1, number of reviews: 11
[2024-12-23T10:42:05.763+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1184918, page 1, number of reviews: 5
[2024-12-23T10:42:05.764+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1138194, page 1, number of reviews: 5
[2024-12-23T10:42:05.764+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1043905, page 1, number of reviews: 1
[2024-12-23T10:42:05.764+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1182387, page 1, number of reviews: 1
[2024-12-23T10:42:05.765+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1010581, page 1, number of reviews: 1
[2024-12-23T10:42:05.766+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 533535, page 1, number of reviews: 18
[2024-12-23T10:42:05.766+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 933260, page 1, number of reviews: 10
[2024-12-23T10:42:05.767+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1034541, page 1, number of reviews: 4
[2024-12-23T10:42:05.767+0000] {subprocess.py:93} INFO - Fetched page 2, number of movies: 20
[2024-12-23T10:42:05.767+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 1034541, page 1, number of reviews: 4
[2024-12-23T10:42:05.768+0000] {subprocess.py:93} INFO - Fetched reviews for movie ID 698687, page 1, number of reviews: 2
